scid,context,doc_name,doc_context,rcid
112," HYPERLINK \l "_Toc411840819" 7.1	公积金系统升级操作执行表	 PAGEREF _Toc411840819 \h 9",华银制〔2014〕300号__华夏银行信息系统变更管理实施细则.doc,""重大变更实施前4周和1周，应用系统阶段版本等变更由科技开发部门分管负责人或以上人员牵头，负责项目管理的室组织完成风险评估；不涉及应用系统版本变化的操作系统、数据库、中间件、硬件升级，网络变更，生产机房、灾备机房基础设施和环境改造、场地迁移等由信息技术部门分管负责人或以上人员牵头，负责科技安全的室组织完成风险评估。评估内容包括系统功能缺陷、客户信息泄露、业务中断、交易缓慢或其他因素造成的操作风险、法律风险和声誉风险等。",2770
112," HYPERLINK \l "_Toc411840819" 7.1	公积金系统升级操作执行表	 PAGEREF _Toc411840819 \h 9",华银制〔2014〕300号__华夏银行信息系统变更管理实施细则.doc,""（4）重大变更演练期间，信用卡中心、信息科技部门相关室负责组织检查各自系统操作手册中每个步骤的执行情况，确保操作步骤准确无误。负责变更组织的室负责对操作步骤与操作手册的一致性进行抽查。",2791
159,"检查公积金系统网络环境，保证操作终端登录公积金系统应用主备机后台正常。",华银制〔2014〕300号__华夏银行信息系统变更管理实施细则.doc,""（1）灾备环境应用系统版本变更、系统配置变更不需再进行单独审批，由负责生产环境变更实施的室负责实施，双活模式应用系统的变更应同步实施，非双活模式应用系统同城灾备环境的变更原则上安排在生产变更后的第一个周三，异地灾备环境变更原则上安排在每季度第一个月的第二周。灾备环境变更实施前，如生产环境需向灾备环境切换，切换前负责生产环境变更实施的室需进行追加变更。",2853
159,"检查公积金系统网络环境，保证操作终端登录公积金系统应用主备机后台正常。",华银制〔2014〕245号__华夏银行信息系统生产数据管理实施细则.doc,""5.1.4生产数据管理部门应妥善保管载有在本地前后台计算机系统内安装的全部操作系统软件（含操作系统补丁程序）、数据库、通讯软件、开发工具软件、应用软件及应用软件和数据库的环境参数（库表）等软件和数据的光盘、磁带、软盘等介质。应用软件和银行业务信息属机密档案，应严格采取保密措施存放，并建立登记簿详细记录各介质出入库情况。",1520
159,"检查公积金系统网络环境，保证操作终端登录公积金系统应用主备机后台正常。",华银制〔2014〕245号__华夏银行信息系统生产数据管理实施细则.doc,""8.1.2生产数据非计划性修改由业务部门牵头组织，负责制定业务方案、参与技术方案的评审以及准生产环境中的测试，组织生产数据非计划性修改的实施，对数据修改的业务合规性、合法性、正确性，以及修改后的业务验证和应急业务处理负责；总行科技开发部门负责系统应用维护的室（分行信息技术部门）负责制定技术方案（包含数据修改操作步骤、应急回退操作步骤等），组织技术方案评审、修改前数据备份、依据技术方案实施数据修改操作和操作过程中的复核工作，对数据修改的可行性、操作正确性，以及修改后的技术验证和应急技术处理负责；信息技术部门负责生产运行的人员负责对数据修改进行统计。",1607
224,"使用pl用户登录应用主备机，执行",华银制〔2014〕300号__华夏银行信息系统变更管理实施细则.doc,""4.6.6重大变更、常规变更和标准变更实施人进入机房或操作间实施变更时，要按照出入机房、操作间要求提出申请，经批准后方可在机房或操作间实施变更，在提交进出机房、操作间申请时，需填写已经批准并计划执行的变更号，变更完成后需将变更完成情况告知值班人员，并在一个工作日内完成变更流程的确认。变更实施时如需使用操作系统用户口令，还应按照我行用户口令管理的相关要求进行申请及使用。",2880
159,"检查公积金系统网络环境，保证操作终端登录公积金系统应用主备机后台正常。",华银制〔2014〕245号__华夏银行信息系统生产数据管理实施细则.doc,""（1）技术方案应明确具体的实施时间段（具体到某日某时或某日EOD前/EOD后/日结完成后），包含数据修改的详细步骤（脚本），要求写明操作输入的每个字符，并注明输入后系统反馈的信息，在步骤中要有保证安全性的回退准备，如备份所操作的库表、暂时封锁对库表的操作等。",1625
159,"检查公积金系统网络环境，保证操作终端登录公积金系统应用主备机后台正常。",华银制〔2014〕245号__华夏银行信息系统生产数据管理实施细则.doc,""（2）分行端系统数据修改技术方案应由分行信息技术部门技术人员在测试环境中验证，并将测试结果提交分行信息技术部门负责人审核，若无法进行验证操作应由分行信息技部门负责人在审批流程中说明并制定相应的应急预案。 ",1629
159,"检查公积金系统网络环境，保证操作终端登录公积金系统应用主备机后台正常。",华银制〔2014〕245号__华夏银行信息系统生产数据管理实施细则.doc,""（1）总行端数据修改技术方案由科技开发部门负责系统应用维护的室负责人、部门分管负责人，信息技术部门负责科技安全的室负责人等进行审核。审核通过后提交信息技术部门负责生产运行的室负责人审核，通过后若准生产环境具备验证条件的，应在准生产环境中运行修改脚本进行验证，并由申请人员验证修改的正确性，验证通过后，由负责生产运行的室负责人审核测试结果，并提交信息技术部门分管生产运行的负责人审批；如无法进行验证操作，应在审核流程中说明，并制定相应的应急预案后提交信息技术部门分管生产运行的负责人审批。",1628
159,"检查公积金系统网络环境，保证操作终端登录公积金系统应用主备机后台正常。",华银制〔2014〕245号__华夏银行信息系统生产数据管理实施细则.doc,""8.4.2修改生产数据的脚本、修改计划和应急预案经信息技术部门分管生产运行的负责人和科技开发部门分管系统应用维护的负责人（总行实施时）或分行信息技术部门负责人（分行实施时）审批后方能实施数据修改。总行科技开发部门负责系统应用维护的室技术方案制定人员对修改生产数据脚本、过程、应急预案的正确性负责；总行科技开发部门负责信息系统应用维护的室技术实施人员对操作的正确性负责。分行信息技术部门负责人对修改生产数据脚本、过程、应急预案的正确性、操作的正确性负责。",1632
